sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Cecily Lampkin,GTX Plus Pro,Treequote,Lost,4/5/2017,4/10/2017,0
Corliss Cosme,GTX Basic,Silis,Lost,4/5/2017,4/7/2017,0
Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,4/5/2017,4/10/2017,1083
Darcel Schlecht,GTXPro,Treequote,Won,4/5/2017,4/6/2017,5647
Donn Cantrell,GTX Basic,Zencorporation,Lost,4/5/2017,8/7/2017,0
Donn Cantrell,GTXPro,Silis,Won,4/5/2017,6/19/2017,4648
Donn Cantrell,MG Special,Plussunin,Won,4/5/2017,4/14/2017,50
Gladys Colclough,MG Advanced,Hottechi,Lost,4/5/2017,4/7/2017,0
James Ascencio,GTX Basic,Kan-code,Lost,4/5/2017,5/30/2017,0
James Ascencio,GTXPro,Singletechno,Lost,4/5/2017,4/7/2017,0
Jonathan Berthelot,GTX Basic,dambase,Lost,4/5/2017,8/7/2017,0
Jonathan Berthelot,GTX Basic,Rangreen,Won,4/5/2017,5/12/2017,505
Kary Hendrixson,GTXPro,Doncon,Lost,4/5/2017,4/15/2017,0
Kary Hendrixson,GTX Basic,Green-Plus,Won,4/5/2017,4/6/2017,450
Kary Hendrixson,GTX Plus Pro,Blackzim,Won,4/5/2017,5/21/2017,4983
Lajuana Vencill,GTX Plus Basic,Ron-tech,Won,4/5/2017,6/19/2017,1140
Markita Hansen,GTX Plus Basic,Faxquote,Lost,4/5/2017,4/7/2017,0
Markita Hansen,MG Advanced,J-Texon,Won,4/5/2017,6/22/2017,3188
Reed Clapper,GTX Basic,Silis,Lost,4/5/2017,4/6/2017,0
Reed Clapper,GTX Plus Basic,Xx-zobam,Won,4/5/2017,8/2/2017,1091
Reed Clapper,GTX Plus Pro,Bioplex,Won,4/5/2017,4/12/2017,5095
Reed Clapper,MG Special,Condax,Won,4/5/2017,8/2/2017,51
Rosalina Dieter,MG Special,Green-Plus,Won,4/5/2017,6/19/2017,62
Vicki Laflamme,GTX Basic,Zoomit,Won,4/5/2017,6/28/2017,550
Violet Mclelland,MG Special,Gekko & Co,Won,4/5/2017,4/7/2017,45
Anna Snelling,GTX Basic,Dontechi,Won,4/6/2017,6/9/2017,527
Cassey Cress,GTX Basic,Kinnamplus,Lost,4/6/2017,4/15/2017,0
Cassey Cress,GTX Plus Basic,Xx-zobam,Lost,4/6/2017,5/30/2017,0
Darcel Schlecht,MG Advanced,Domzoom,Lost,4/6/2017,4/8/2017,0
Darcel Schlecht,MG Special,Rundofase,Won,4/6/2017,4/14/2017,64
Donn Cantrell,MG Advanced,Plussunin,Won,4/6/2017,4/15/2017,3655
Gladys Colclough,MG Special,Bioholding,Lost,4/6/2017,4/16/2017,0
Gladys Colclough,MG Advanced,Rundofase,Lost,4/6/2017,4/13/2017,0
James Ascencio,GTX Basic,Finjob,Won,4/6/2017,5/21/2017,561
Kary Hendrixson,GTX Basic,Hatfan,Lost,4/6/2017,8/6/2017,0
Kary Hendrixson,GTX Plus Basic,Faxquote,Lost,4/6/2017,4/16/2017,0
Kary Hendrixson,GTX Plus Pro,Plexzap,Won,4/6/2017,4/7/2017,6154
Kary Hendrixson,GTXPro,Cheers,Won,4/6/2017,4/12/2017,4756
Lajuana Vencill,GTX Basic,Streethex,Lost,4/6/2017,4/14/2017,0
Lajuana Vencill,MG Special,Gogozoom,Won,4/6/2017,5/30/2017,61
Moses Frase,GTX Basic,Warephase,Won,4/6/2017,6/24/2017,575
Moses Frase,GTX Plus Basic,Finhigh,Won,4/6/2017,5/22/2017,1147
Moses Frase,MG Advanced,Funholding,Won,4/6/2017,6/12/2017,3161
Niesha Huffines,GTX Basic,Isdom,Lost,4/6/2017,4/16/2017,0
Vicki Laflamme,MG Advanced,Condax,Lost,4/6/2017,4/14/2017,0
Vicki Laflamme,GTX Basic,Scotfind,Won,4/6/2017,5/4/2017,525
Zane Levy,GTXPro,Dalttechnology,Won,4/6/2017,4/12/2017,4168
Anna Snelling,GTX Basic,Warephase,Won,4/7/2017,4/8/2017,596
Boris Faz,MG Special,Zotware,Won,4/7/2017,4/15/2017,59
Cassey Cress,GTXPro,Ontomedia,Lost,4/7/2017,5/14/2017,0
Corliss Cosme,GTX Plus Pro,Konex,Won,4/7/2017,4/15/2017,5684
Daniell Hammack,MG Advanced,Kan-code,Lost,4/7/2017,4/15/2017,0
Darcel Schlecht,GTXPro,Gogozoom,Won,4/7/2017,4/15/2017,4413
Donn Cantrell,MG Advanced,Opentech,Lost,4/7/2017,4/17/2017,0
Donn Cantrell,MG Advanced,Vehement Capital Partners,Lost,4/7/2017,4/15/2017,0
Donn Cantrell,GTXPro,Mathtouch,Won,4/7/2017,4/13/2017,4152
Elease Gluck,MG Special,Dalttechnology,Won,4/7/2017,6/24/2017,51
Garret Kinder,GTX Basic,Zathunicon,Lost,4/7/2017,4/15/2017,0
Gladys Colclough,MG Advanced,Toughzap,Lost,4/7/2017,4/18/2017,0
James Ascencio,GTX Plus Basic,Sonron,Won,4/7/2017,5/18/2017,1103
Jonathan Berthelot,GTX Plus Basic,Warephase,Won,4/7/2017,4/9/2017,1091
Jonathan Berthelot,GTX Plus Basic,Zumgoity,Won,4/7/2017,4/17/2017,1189
Jonathan Berthelot,GTXPro,Streethex,Won,4/7/2017,6/27/2017,4534
Kami Bicknell,GTX Basic,Golddex,Lost,4/7/2017,5/12/2017,0
Kami Bicknell,GTX Plus Basic,Konex,Lost,4/7/2017,4/16/2017,0
Lajuana Vencill,GTX Basic,Codehow,Lost,4/7/2017,4/16/2017,0
Markita Hansen,GTX Basic,Condax,Won,4/7/2017,4/13/2017,522
Markita Hansen,GTXPro,Goodsilron,Won,4/7/2017,5/27/2017,5012
Maureen Marcano,GTX Plus Basic,Rantouch,Won,4/7/2017,4/8/2017,1109
Moses Frase,GTX Plus Pro,Genco Pura Olive Oil Company,Won,4/7/2017,4/13/2017,4659
Niesha Huffines,GTX Basic,Cancity,Lost,4/7/2017,4/16/2017,0
Versie Hillebrand,GTX Plus Pro,Codehow,Lost,4/7/2017,6/13/2017,0
Versie Hillebrand,GTX Plus Pro,Treequote,Lost,4/7/2017,4/9/2017,0
Versie Hillebrand,MG Special,Konmatfix,Lost,4/7/2017,5/30/2017,0
Versie Hillebrand,MG Advanced,Rangreen,Lost,4/7/2017,4/12/2017,0
Vicki Laflamme,MG Advanced,Konex,Lost,4/7/2017,4/16/2017,0
Zane Levy,MG Advanced,Finjob,Lost,4/7/2017,4/13/2017,0
Anna Snelling,MG Advanced,dambase,Lost,4/8/2017,4/15/2017,0
Anna Snelling,GTX Plus Basic,Stanredtax,Won,4/8/2017,4/15/2017,1142
Corliss Cosme,GTX Basic,Zathunicon,Won,4/8/2017,5/27/2017,491
Darcel Schlecht,GTXPro,Finhigh,Lost,4/8/2017,4/18/2017,0
Darcel Schlecht,MG Special,Domzoom,Lost,4/8/2017,4/14/2017,0
Darcel Schlecht,GTXPro,Funholding,Won,4/8/2017,4/9/2017,5678
Donn Cantrell,GTXPro,Bioplex,Lost,4/8/2017,4/16/2017,0
Donn Cantrell,GTX Basic,Sumace,Won,4/8/2017,6/14/2017,547
Garret Kinder,GTX Basic,Umbrella Corporation,Lost,4/8/2017,4/16/2017,0
Hayden Neloms,GTX Plus Basic,Singletechno,Won,4/8/2017,5/25/2017,935
Hayden Neloms,GTX Plus Pro,Scotfind,Won,4/8/2017,4/10/2017,4761
Hayden Neloms,MG Advanced,Newex,Won,4/8/2017,4/14/2017,3224
Kami Bicknell,GTX Basic,Sunnamplex,Won,4/8/2017,4/17/2017,501
Lajuana Vencill,MG Advanced,Statholdings,Won,4/8/2017,4/17/2017,3532
Maureen Marcano,GTXPro,Xx-holding,Won,4/8/2017,4/12/2017,4320
Moses Frase,MG Special,Genco Pura Olive Oil Company,Lost,4/8/2017,4/10/2017,0
Reed Clapper,GTX Plus Basic,Zotware,Won,4/8/2017,6/11/2017,1123
Rosie Papadopoulos,GTXPro,Xx-zobam,Won,4/8/2017,4/9/2017,5217
Versie Hillebrand,MG Special,Codehow,Lost,4/8/2017,5/27/2017,0
Vicki Laflamme,GTX Basic,Labdrill,Won,4/8/2017,6/10/2017,595
Vicki Laflamme,GTX Plus Pro,Konex,Won,4/8/2017,4/16/2017,5848
Zane Levy,GTX Basic,Faxquote,Lost,4/8/2017,4/9/2017,0
Zane Levy,MG Special,Plexzap,Lost,4/8/2017,4/13/2017,0
Zane Levy,GTX Plus Pro,Xx-holding,Won,4/8/2017,4/17/2017,5884
Anna Snelling,MG Advanced,Betatech,Won,4/9/2017,6/2/2017,3666
Boris Faz,GTX Basic,Zathunicon,Lost,4/9/2017,4/18/2017,0
Cassey Cress,GTX Basic,Konex,Won,4/9/2017,4/20/2017,598
Cassey Cress,MG Advanced,Initech,Won,4/9/2017,4/16/2017,3275
Cecily Lampkin,GTX Basic,Funholding,Lost,4/9/2017,4/10/2017,0
Cecily Lampkin,GTX Basic,Isdom,Lost,4/9/2017,4/18/2017,0
Cecily Lampkin,MG Special,Zumgoity,Lost,4/9/2017,4/20/2017,0
Daniell Hammack,GTXPro,Betasoloin,Lost,4/9/2017,5/30/2017,0
Darcel Schlecht,GTXPro,Ron-tech,Won,4/9/2017,4/18/2017,4978
Elease Gluck,MG Special,Dalttechnology,Won,4/9/2017,5/29/2017,56
Gladys Colclough,MG Advanced,Inity,Won,4/9/2017,4/14/2017,3077
Hayden Neloms,GTX Plus Basic,Hottechi,Won,4/9/2017,4/17/2017,974
Kami Bicknell,GTX Plus Basic,Cheers,Won,4/9/2017,4/10/2017,915
Kary Hendrixson,GTX Plus Basic,Singletechno,Lost,4/9/2017,8/12/2017,0
Kary Hendrixson,MG Advanced,Blackzim,Lost,4/9/2017,4/16/2017,0
Kary Hendrixson,GTX Plus Basic,Condax,Won,4/9/2017,6/20/2017,983
Marty Freudenburg,GTX Plus Basic,Inity,Won,4/9/2017,4/10/2017,1204
Moses Frase,GTX Plus Pro,Condax,Lost,4/9/2017,4/16/2017,0
Niesha Huffines,GTX Plus Basic,Konmatfix,Won,4/9/2017,4/10/2017,970
Reed Clapper,GTX Basic,Betasoloin,Won,4/9/2017,4/16/2017,575
Rosie Papadopoulos,GTX Plus Pro,Ganjaflex,Won,4/9/2017,6/18/2017,5986
Versie Hillebrand,GTX Plus Basic,Finhigh,Lost,4/9/2017,4/21/2017,0
Vicki Laflamme,MG Special,Rantouch,Won,4/9/2017,6/16/2017,64
Zane Levy,GTX Basic,Scotfind,Lost,4/9/2017,4/15/2017,0
Zane Levy,MG Advanced,J-Texon,Won,4/9/2017,6/26/2017,3070
Anna Snelling,MG Special,Finhigh,Lost,4/10/2017,4/11/2017,0
Boris Faz,GTX Basic,Initech,Lost,4/10/2017,4/11/2017,0
Cassey Cress,GTX Plus Basic,Mathtouch,Lost,4/10/2017,4/17/2017,0
Cecily Lampkin,MG Special,Rangreen,Lost,4/10/2017,4/20/2017,0
Cecily Lampkin,MG Advanced,Isdom,Won,4/10/2017,4/18/2017,3409
Daniell Hammack,GTX Plus Pro,Acme Corporation,Won,4/10/2017,6/11/2017,5721
Daniell Hammack,GTXPro,Ganjaflex,Won,4/10/2017,6/28/2017,5039
Daniell Hammack,GTXPro,Xx-zobam,Won,4/10/2017,4/11/2017,5000
Darcel Schlecht,GTX Basic,Hottechi,Lost,4/10/2017,4/18/2017,0
Darcel Schlecht,GTXPro,Codehow,Lost,4/10/2017,4/18/2017,0
Darcel Schlecht,GTX Plus Pro,Gogozoom,Won,4/10/2017,4/16/2017,4955
Darcel Schlecht,GTXPro,Condax,Won,4/10/2017,4/17/2017,5065
Darcel Schlecht,GTXPro,Globex Corporation,Won,4/10/2017,4/17/2017,4343
Darcel Schlecht,GTXPro,Stanredtax,Won,4/10/2017,4/20/2017,3892
Gladys Colclough,GTX Basic,Warephase,Lost,4/10/2017,4/20/2017,0
James Ascencio,MG Advanced,Cheers,Lost,4/10/2017,4/11/2017,0
Jonathan Berthelot,GTX Plus Basic,Conecom,Won,4/10/2017,6/27/2017,1115
Kami Bicknell,GTX Basic,Kan-code,Won,4/10/2017,4/16/2017,533
Kami Bicknell,GTX Plus Basic,Cheers,Won,4/10/2017,4/13/2017,1290
Kary Hendrixson,GTX Basic,Hottechi,Lost,4/10/2017,4/12/2017,0
Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,4/10/2017,6/13/2017,0
Lajuana Vencill,MG Special,Dontechi,Lost,4/10/2017,4/12/2017,0
Lajuana Vencill,GTX Plus Basic,Codehow,Won,4/10/2017,6/2/2017,1047
Lajuana Vencill,MG Special,Gogozoom,Won,4/10/2017,4/18/2017,47
Marty Freudenburg,GTX Basic,Condax,Lost,4/10/2017,4/21/2017,0
Marty Freudenburg,GTXPro,Rangreen,Won,4/10/2017,6/9/2017,4413
Maureen Marcano,GTX Plus Basic,Hottechi,Won,4/10/2017,6/26/2017,950
Reed Clapper,GTXPro,Plussunin,Lost,4/10/2017,4/16/2017,0
Reed Clapper,GTXPro,The New York Inquirer,Won,4/10/2017,4/20/2017,4136
Versie Hillebrand,MG Special,Rundofase,Won,4/10/2017,4/18/2017,62
Vicki Laflamme,MG Special,J-Texon,Lost,4/10/2017,4/18/2017,0
Zane Levy,GTX Basic,Goodsilron,Won,4/10/2017,4/11/2017,467
Boris Faz,GTX Plus Basic,Gekko & Co,Won,4/11/2017,6/11/2017,1075
Cecily Lampkin,MG Special,Betatech,Lost,4/11/2017,4/19/2017,0
Daniell Hammack,MG Special,Ontomedia,Won,4/11/2017,4/13/2017,52
Darcel Schlecht,GTXPro,Inity,Lost,4/11/2017,4/19/2017,0
Darcel Schlecht,GTXPro,Inity,Lost,4/11/2017,4/12/2017,0
Darcel Schlecht,GTXPro,Condax,Won,4/11/2017,4/18/2017,4837
Donn Cantrell,GTX Plus Basic,Plussunin,Lost,4/11/2017,4/18/2017,0
Elease Gluck,GTX Basic,Faxquote,Lost,4/11/2017,6/22/2017,0
Elease Gluck,GTX Plus Basic,Xx-holding,Won,4/11/2017,4/13/2017,1163
Gladys Colclough,GTX Basic,Rundofase,Lost,4/11/2017,4/21/2017,0
James Ascencio,GTX Plus Pro,Rantouch,Lost,4/11/2017,6/10/2017,0
Kami Bicknell,GTX Basic,Konex,Lost,4/11/2017,4/13/2017,0
Kary Hendrixson,GTX Basic,Groovestreet,Lost,4/11/2017,4/13/2017,0
Kary Hendrixson,GTX Basic,Singletechno,Lost,4/11/2017,4/18/2017,0
Kary Hendrixson,GTX Basic,Doncon,Won,4/11/2017,4/18/2017,568
Kary Hendrixson,GTXPro,Rantouch,Won,4/11/2017,6/19/2017,5063
Moses Frase,MG Advanced,dambase,Lost,4/11/2017,4/21/2017,0
Moses Frase,MG Special,Rundofase,Won,4/11/2017,6/6/2017,46
Niesha Huffines,MG Advanced,dambase,Lost,4/11/2017,4/12/2017,0
Niesha Huffines,GTX Basic,Gogozoom,Won,4/11/2017,4/12/2017,504
Niesha Huffines,MG Special,Gogozoom,Won,4/11/2017,4/13/2017,55
Rosalina Dieter,GTXPro,Hatfan,Won,4/11/2017,6/17/2017,4760
Versie Hillebrand,GTX Basic,Cancity,Lost,4/11/2017,4/21/2017,0
Versie Hillebrand,MG Advanced,Funholding,Lost,4/11/2017,4/18/2017,0
Vicki Laflamme,GTXPro,Fasehatice,Won,4/11/2017,6/21/2017,4653
Violet Mclelland,MG Special,Opentech,Lost,4/11/2017,4/22/2017,0
Violet Mclelland,MG Special,Massive Dynamic,Won,4/11/2017,4/12/2017,55
Anna Snelling,GTX Basic,Rundofase,Lost,4/12/2017,4/18/2017,0
Boris Faz,MG Advanced,Konex,Won,4/12/2017,4/22/2017,3223
Cassey Cress,GTX Plus Pro,Betasoloin,Lost,4/12/2017,4/17/2017,0
Cassey Cress,GTX Basic,Zathunicon,Won,4/12/2017,4/19/2017,553
Cassey Cress,GTX Plus Basic,Gekko & Co,Won,4/12/2017,4/14/2017,1114
Cecily Lampkin,MG Advanced,dambase,Won,4/12/2017,4/20/2017,3785
Darcel Schlecht,GTX Plus Basic,Streethex,Lost,4/12/2017,4/14/2017,0
Darcel Schlecht,MG Advanced,Gogozoom,Lost,4/12/2017,6/28/2017,0
Donn Cantrell,GTXPro,Yearin,Won,4/12/2017,4/13/2017,5316
Hayden Neloms,MG Special,Goodsilron,Lost,4/12/2017,4/16/2017,0
Jonathan Berthelot,GTXPro,Cancity,Lost,4/12/2017,4/24/2017,0
Jonathan Berthelot,GTX Basic,Dontechi,Won,4/12/2017,6/23/2017,531
Jonathan Berthelot,GTX Basic,Rangreen,Won,4/12/2017,6/16/2017,544
Kami Bicknell,GTX Basic,Y-corporation,Won,4/12/2017,4/13/2017,478
Kami Bicknell,GTXPro,Finjob,Won,4/12/2017,4/22/2017,5672
Kami Bicknell,MG Special,Goodsilron,Won,4/12/2017,4/19/2017,51
Kami Bicknell,MG Advanced,Konex,Won,4/12/2017,4/19/2017,3141
Kary Hendrixson,GTXPro,Doncon,Lost,4/12/2017,4/13/2017,0
Kary Hendrixson,MG Special,Groovestreet,Lost,4/12/2017,4/16/2017,0
Markita Hansen,MG Special,Golddex,Lost,4/12/2017,4/13/2017,0
Marty Freudenburg,GTX Plus Basic,Codehow,Lost,4/12/2017,4/13/2017,0
Marty Freudenburg,GTX Plus Pro,Hottechi,Lost,4/12/2017,4/14/2017,0
Moses Frase,GTX Plus Pro,Conecom,Lost,4/12/2017,4/22/2017,0
Reed Clapper,GTX Plus Pro,Kan-code,Won,4/12/2017,6/21/2017,5393
Versie Hillebrand,MG Special,Statholdings,Lost,4/12/2017,4/19/2017,0
Vicki Laflamme,GTX Plus Pro,Green-Plus,Lost,4/12/2017,4/19/2017,0
Vicki Laflamme,GTX Basic,Hottechi,Won,4/12/2017,6/6/2017,638
Vicki Laflamme,MG Special,J-Texon,Won,4/12/2017,4/23/2017,50
Violet Mclelland,MG Advanced,Bioplex,Lost,4/12/2017,4/18/2017,0
Zane Levy,GTXPro,Hatfan,Won,4/12/2017,4/22/2017,4272
Anna Snelling,GTX Plus Basic,Bioholding,Lost,4/13/2017,4/15/2017,0
Anna Snelling,MG Special,Inity,Won,4/13/2017,4/15/2017,58
Boris Faz,GTX Plus Basic,Ontomedia,Won,4/13/2017,4/14/2017,1088
Corliss Cosme,GTX Basic,Donquadtech,Lost,4/13/2017,4/23/2017,0
Corliss Cosme,GTXPro,Silis,Lost,4/13/2017,4/18/2017,0
Daniell Hammack,GTX Basic,Plussunin,Lost,4/13/2017,4/20/2017,0
Daniell Hammack,GTXPro,Kan-code,Lost,4/13/2017,5/13/2017,0
Darcel Schlecht,GTX Basic,Betatech,Lost,4/13/2017,4/20/2017,0
Darcel Schlecht,GTXPro,Globex Corporation,Lost,4/13/2017,4/14/2017,0
Darcel Schlecht,GTX Plus Basic,Domzoom,Won,4/13/2017,4/19/2017,1327
Darcel Schlecht,GTX Plus Basic,Dontechi,Won,4/13/2017,6/27/2017,923
Darcel Schlecht,GTX Plus Basic,Scottech,Won,4/13/2017,4/23/2017,1058
Darcel Schlecht,GTX Plus Pro,Streethex,Won,4/13/2017,4/21/2017,5220
Gladys Colclough,GTX Plus Pro,Condax,Lost,4/13/2017,4/19/2017,0
Gladys Colclough,MG Special,Ron-tech,Won,4/13/2017,4/22/2017,55
Hayden Neloms,MG Advanced,Dalttechnology,Lost,4/13/2017,4/20/2017,0
Hayden Neloms,MG Special,Hatfan,Won,4/13/2017,6/23/2017,62
James Ascencio,GTX Plus Basic,Golddex,Won,4/13/2017,4/20/2017,996
Kami Bicknell,GTX Basic,Rantouch,Lost,4/13/2017,6/9/2017,0
Kami Bicknell,GTX Basic,Hottechi,Won,4/13/2017,4/22/2017,543
Kary Hendrixson,GTXPro,Hatfan,Lost,4/13/2017,4/19/2017,0
Kary Hendrixson,GTXPro,Y-corporation,Lost,4/13/2017,4/21/2017,0
Moses Frase,MG Special,Warephase,Lost,4/13/2017,8/16/2017,0
Niesha Huffines,GTX Plus Basic,Scottech,Lost,4/13/2017,6/16/2017,0
Versie Hillebrand,MG Special,Finhigh,Lost,4/13/2017,5/26/2017,0
Versie Hillebrand,MG Special,Bioholding,Won,4/13/2017,4/22/2017,56
Vicki Laflamme,GTX Plus Pro,Kan-code,Lost,4/13/2017,4/20/2017,0
Vicki Laflamme,MG Advanced,Blackzim,Lost,4/13/2017,4/23/2017,0
Violet Mclelland,GTX Plus Basic,Sumace,Won,4/13/2017,6/10/2017,1145
Wilburn Farren,GTXPro,Silis,Lost,4/13/2017,4/26/2017,0
Cassey Cress,GTX Plus Pro,Zencorporation,Lost,4/14/2017,4/19/2017,0
Cassey Cress,GTXPro,Bluth Company,Lost,4/14/2017,4/22/2017,0
Cassey Cress,MG Advanced,Umbrella Corporation,Lost,4/14/2017,4/19/2017,0
Corliss Cosme,GTX Plus Basic,Massive Dynamic,Won,4/14/2017,4/23/2017,1033
Daniell Hammack,MG Advanced,The New York Inquirer,Lost,4/14/2017,4/20/2017,0
Darcel Schlecht,GTX Plus Basic,Gogozoom,Lost,4/14/2017,4/15/2017,0
Darcel Schlecht,GTXPro,Treequote,Lost,4/14/2017,4/16/2017,0
Darcel Schlecht,GTXPro,Cancity,Won,4/14/2017,8/14/2017,4359
Darcel Schlecht,GTXPro,Warephase,Won,4/14/2017,6/2/2017,4575
Darcel Schlecht,MG Special,Finhigh,Won,4/14/2017,4/22/2017,53
Elease Gluck,GTX Basic,J-Texon,Won,4/14/2017,4/16/2017,597
Elease Gluck,MG Advanced,Zoomit,Won,4/14/2017,6/16/2017,3179
Gladys Colclough,GTX Basic,Globex Corporation,Lost,4/14/2017,6/16/2017,0
Gladys Colclough,MG Special,Stanredtax,Won,4/14/2017,4/15/2017,57
Hayden Neloms,MG Advanced,Hottechi,Lost,4/14/2017,4/15/2017,0
Hayden Neloms,MG Advanced,Scotfind,Won,4/14/2017,4/24/2017,2997
James Ascencio,GTX Basic,Faxquote,Won,4/14/2017,5/29/2017,545
Jonathan Berthelot,GTX Basic,Zumgoity,Won,4/14/2017,4/25/2017,565
Jonathan Berthelot,MG Special,Treequote,Won,4/14/2017,4/24/2017,54
Kami Bicknell,GTX Basic,J-Texon,Lost,4/14/2017,4/15/2017,0
Kami Bicknell,GTXPro,Sunnamplex,Won,4/14/2017,4/21/2017,4991
Maureen Marcano,GTX Plus Pro,Hottechi,Lost,4/14/2017,4/19/2017,0
Maureen Marcano,MG Advanced,Blackzim,Lost,4/14/2017,4/16/2017,0
Rosie Papadopoulos,GTXPro,Silis,Won,4/14/2017,6/16/2017,5546
Vicki Laflamme,MG Special,Hottechi,Won,4/14/2017,4/20/2017,59
Anna Snelling,GTX Plus Basic,Statholdings,Lost,4/15/2017,4/23/2017,0
Anna Snelling,MG Special,Statholdings,Lost,4/15/2017,4/20/2017,0
Anna Snelling,GTX Plus Pro,Statholdings,Won,4/15/2017,4/16/2017,5082
Boris Faz,GTX Plus Pro,Iselectrics,Won,4/15/2017,4/24/2017,5293
Cecily Lampkin,GTX Plus Basic,Hottechi,Won,4/15/2017,6/27/2017,1163
Donn Cantrell,MG Special,Ganjaflex,Won,4/15/2017,4/16/2017,49
Garret Kinder,MG Special,Donquadtech,Won,4/15/2017,5/1/2017,53
Gladys Colclough,MG Advanced,Betatech,Lost,4/15/2017,4/16/2017,0
Gladys Colclough,MG Advanced,Gogozoom,Lost,4/15/2017,6/12/2017,0
Hayden Neloms,GTX Plus Basic,Lexiqvolax,Lost,4/15/2017,4/24/2017,0
Kami Bicknell,GTX Basic,Fasehatice,Lost,4/15/2017,4/21/2017,0
Kary Hendrixson,GTX Basic,Sunnamplex,Lost,4/15/2017,8/7/2017,0
Moses Frase,MG Advanced,Codehow,Lost,4/15/2017,4/17/2017,0
Versie Hillebrand,MG Advanced,Finhigh,Won,4/15/2017,5/19/2017,3641
Violet Mclelland,GTX Basic,Condax,Lost,4/15/2017,4/17/2017,0
Zane Levy,GTX Basic,Condax,Won,4/15/2017,5/23/2017,501
Zane Levy,GTX Plus Pro,Konex,Won,4/15/2017,4/20/2017,4687
Anna Snelling,GTX Basic,dambase,Won,4/16/2017,6/23/2017,626
Anna Snelling,GTX Basic,Finhigh,Won,4/16/2017,8/3/2017,489
Cassey Cress,GTXPro,Zencorporation,Won,4/16/2017,4/27/2017,4852
Cecily Lampkin,MG Advanced,Warephase,Lost,4/16/2017,6/28/2017,0
Daniell Hammack,GTX Plus Basic,Bubba Gump,Won,4/16/2017,6/6/2017,1192
Daniell Hammack,GTXPro,Donquadtech,Won,4/16/2017,4/17/2017,5104
Darcel Schlecht,GTXPro,Codehow,Won,4/16/2017,8/9/2017,5820
Donn Cantrell,MG Advanced,Acme Corporation,Won,4/16/2017,8/5/2017,3012
Garret Kinder,GTX Plus Pro,Sumace,Lost,4/16/2017,4/22/2017,0
Garret Kinder,GTXPro,Mathtouch,Lost,4/16/2017,4/18/2017,0
Garret Kinder,GTXPro,Konex,Won,4/16/2017,4/23/2017,3930
Gladys Colclough,GTX Plus Basic,Domzoom,Won,4/16/2017,4/22/2017,1055
Hayden Neloms,MG Advanced,Blackzim,Lost,4/16/2017,4/22/2017,0
Jonathan Berthelot,GTX Basic,Scottech,Won,4/16/2017,4/24/2017,538
Jonathan Berthelot,MG Special,Domzoom,Won,4/16/2017,4/23/2017,68
Kary Hendrixson,MG Advanced,Newex,Lost,4/16/2017,4/23/2017,0
Maureen Marcano,GTX Basic,Newex,Won,4/16/2017,4/28/2017,572
Maureen Marcano,GTX Plus Basic,Groovestreet,Won,4/16/2017,4/24/2017,1234
Moses Frase,GTX Basic,Ron-tech,Lost,4/16/2017,4/18/2017,0
Versie Hillebrand,MG Special,Isdom,Lost,4/16/2017,4/17/2017,0
Vicki Laflamme,MG Special,Plusstrip,Won,4/16/2017,5/4/2017,56
Violet Mclelland,MG Special,Zathunicon,Lost,4/16/2017,5/3/2017,0
Zane Levy,MG Special,Doncon,Lost,4/16/2017,4/25/2017,0
Anna Snelling,MG Special,Warephase,Won,4/17/2017,4/26/2017,52
Anna Snelling,MG Advanced,Codehow,Won,4/17/2017,4/24/2017,3668
Boris Faz,GTX Basic,Plussunin,Lost,4/17/2017,4/19/2017,0
Boris Faz,MG Advanced,Zotware,Won,4/17/2017,8/4/2017,3138
Cecily Lampkin,MG Special,Conecom,Lost,4/17/2017,4/19/2017,0
Corliss Cosme,GTX Basic,Ontomedia,Lost,4/17/2017,4/18/2017,0
Corliss Cosme,GTX Basic,Zencorporation,Lost,4/17/2017,4/21/2017,0
Corliss Cosme,GTXPro,Iselectrics,Won,4/17/2017,6/1/2017,5032
Daniell Hammack,GTX Plus Basic,Plussunin,Won,4/17/2017,4/20/2017,1310
Daniell Hammack,GTX Plus Pro,Mathtouch,Won,4/17/2017,6/27/2017,5076
Daniell Hammack,MG Advanced,Vehement Capital Partners,Won,4/17/2017,6/19/2017,3641
Darcel Schlecht,GTXPro,Conecom,Lost,4/17/2017,4/18/2017,0
Darcel Schlecht,GTX Plus Basic,Warephase,Won,4/17/2017,4/25/2017,1170
Darcel Schlecht,GTXPro,Domzoom,Won,4/17/2017,5/1/2017,4226
Elease Gluck,MG Advanced,Green-Plus,Lost,4/17/2017,4/18/2017,0
Gladys Colclough,GTXPro,Genco Pura Olive Oil Company,Won,4/17/2017,4/24/2017,4784
Hayden Neloms,GTX Plus Basic,Faxquote,Lost,4/17/2017,4/25/2017,0
Hayden Neloms,MG Advanced,Blackzim,Lost,4/17/2017,4/19/2017,0
James Ascencio,MG Advanced,Golddex,Lost,4/17/2017,8/12/2017,0
James Ascencio,GTXPro,Goodsilron,Won,4/17/2017,4/24/2017,5451
Kami Bicknell,GTX Basic,Faxquote,Won,4/17/2017,4/19/2017,527
